sfragcov.l,sfragcov.r,sfragcov.h,distrocks.l,distrocks.r,distrocks.h,sfragkind,sfragsize.l,sfragsize.r,sfragsize.h,sfragshp,sfraground,sfraghard,cokey,cosurffragskey
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598782,3563110
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598783,3563116
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598830,3563082
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598831,3563081
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598832,3563083
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598833,3563085
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598860,3563105
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598861,3563103
0,0,0.01,NA,NA,NA,Mixed rock fragments,2,39,75,Nonflat,Subrounded,Indurated,17598862,3563106
